@relation water_potability-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NumericToNominal-R10-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Remove-R10

@attribute Instance_number numeric
@attribute ph numeric
@attribute Hardness numeric
@attribute Solids numeric
@attribute Chloramines numeric
@attribute Sulfate numeric
@attribute Conductivity numeric
@attribute Organic_carbon numeric
@attribute Trihalomethanes numeric
@attribute Turbidity numeric
@attribute Cluster numeric

@data
1133,0.563597,0.481429,0.522764,0.580938,0.657,0.285152,0.346608,0.483151,0.332688,1
1134,0.538264,0.632447,0.238215,0.496999,0.674408,0.702888,0.595091,0.478234,0.521527,0
1135,0.514467,0.581795,0.189936,0.599902,0.581699,0.327984,0.313097,0.497312,0.804028,0
1136,0.505771,0.512088,0.449796,0.411311,0.415254,0.592985,0.40669,0.532673,0.557394,1
1137,0.62301,0.377919,0.459404,0.258314,0.338308,0.501669,0.496214,0.639292,0.344986,1
1138,0.596617,0.316725,0.547422,0.319984,0.581699,0.377071,0.468233,0.444977,0.470602,1
1139,0.448885,0.635698,0.298907,0.675403,0.756359,0.586975,0.523717,0.443335,0.677011,0
1140,0.505771,0.537275,0.46127,0.55873,0.538349,0.547199,0.49134,0.376484,0.492034,1
1141,0.66469,0.422551,0.643246,0.513713,0.55925,0.287087,0.402766,0.500828,0.573846,1
1142,0.351656,0.583893,0.257268,0.414571,0.626807,0.38982,0.35262,0.679753,0.355379,0
1143,0.438787,0.362869,0.567173,0.260858,0.444436,0.514046,0.717983,0.433715,0.741237,1
1144,0.410322,0.582672,0.314199,0.496434,0.581699,0.315775,0.513553,0.661841,0.393931,0
1145,0.472618,0.55986,0.274885,0.626331,0.657932,0.542512,0.312414,0.480855,0.459778,0
1146,0.544536,0.446134,0.590191,0.445302,0.489216,0.389987,0.39447,0.6426,0.626772,1
1147,0.561436,0.488262,0.56268,0.456819,0.44946,0.181417,0.466116,0.601568,0.387554,1
1148,0.528079,0.575132,0.211715,0.578347,0.581699,0.621923,0.530774,0.637825,0.563762,0
1149,0.505771,0.469176,0.401806,0.472982,0.520861,0.342012,0.30154,0.40066,0.603335,1
1150,0.398537,0.639062,0.212922,0.575083,0.681466,0.338881,0.690591,0.842457,0.490436,0
1151,0.307398,0.651361,0.114969,0.558787,0.561585,0.404667,0.41022,0.551759,0.105982,0
1152,0.522194,0.501956,0.355773,0.632917,0.581699,0.426765,0.488422,0.722333,0.402501,0
1153,0.458407,0.500124,0.54246,0.408755,0.69799,0.574155,0.599578,0.832242,0.490888,1
1154,0.505771,0.485578,0.382453,0.399452,0.435507,0.576123,0.451288,0.418325,0.462103,1
1155,0.769594,0.419537,0.619253,0.56753,0.627787,0.518029,0.433966,0.532673,0.336516,1
1156,0.359747,0.517725,0.47512,0.363136,0.487105,0.263834,0.339303,0.936409,0.394151,1
1157,0.505771,0.57103,0.398468,0.581007,0.581699,0.453701,0.397205,0.954222,0.542309,1
1158,0.743932,0.435234,0.561759,0.469888,0.611621,0.542149,0.657312,0.359933,0.521675,1
1159,0.601329,0.5239,0.476024,0.411261,0.503721,0.638807,0.418926,0.773857,0.376791,1
1160,0.55776,0.555993,0.252414,0.537578,0.581699,0.591718,0.423835,0.637722,0.193367,0
1161,0.539855,0.395477,0.533812,0.231672,0.36439,0.167437,0.599893,0.501494,0.348321,1
1162,0.803179,0.44242,0.709496,0.433382,0.602304,0.270981,0.532173,0.476676,0.279817,1
1163,0.409202,0.543214,0.207067,0.417416,0.431588,0.460928,0.45887,0.546696,0.560063,0
1164,0.749058,0.499311,0.429054,0.719904,0.748078,0.479594,0.527817,0.37856,0.445141,0
1165,0.270866,0.620471,0.272687,0.450747,0.581699,0.400816,0.455583,0.483377,0.599487,0
1166,0.408304,0.496196,0.313146,0.387254,0.458132,0.562219,0.668349,0.547601,0.374955,0
1167,0.505771,0.489261,0.494354,0.45395,0.629061,0.521935,0.550826,0.470032,0.583498,1
1168,0.390972,0.620552,0.234581,0.412474,0.581699,0.509414,0.32121,0.587107,0.66323,0
1169,0.505771,0.474449,0.616365,0.278725,0.581699,0.618339,0.587948,0.51381,0.692734,1
1170,0.483638,0.48745,0.436068,0.380733,0.44242,0.514227,0.477603,0.484965,0.654289,1
1171,0.431669,0.512276,0.402843,0.314601,0.474093,0.303438,0.207656,0.64259,0.623038,1
1172,0.505771,0.598668,0.381754,0.362019,0.487818,0.469464,0.187371,0.529675,0.310799,1
1173,0.451459,0.590797,0.186537,0.51792,0.51921,0.340085,0.374461,0.504798,0.586761,0
1174,0.656101,0.428774,0.291481,0.607148,0.581699,0.617661,0.229489,0.478051,0.517428,0
1175,0.620341,0.412388,0.664602,0.393737,0.501473,0.555717,0.52742,0.609891,0.458943,1
1176,0.568694,0.641603,0.184386,0.715466,0.677401,0.472712,0.487019,0.640498,0.158242,0
1177,0.391725,0.541761,0.312898,0.364128,0.473229,0.291882,0.632716,0.613946,0.565108,0
1178,0.513352,0.471739,0.561351,0.362617,0.473919,0.518504,0.558526,0.503147,0.534249,1
1179,0.390772,0.601136,0.295116,0.44551,0.581699,0.238634,0.444033,0.396752,0.286038,0
1180,0.505771,0.535335,0.280127,0.523274,0.568495,0.353778,0.3428,0.73136,0.452525,0
1181,0.699481,0.412148,0.491382,0.380612,0.366556,0.40512,0.394383,0.612416,0.430917,1
1182,0.259798,0.694658,0.1606,0.56205,0.592376,0.572985,0.445151,0.396836,0.755637,0
1183,0.504628,0.511294,0.332416,0.555088,0.65711,0.831395,0.539266,0.682199,0.558069,1
1184,0.473717,0.559457,0.391426,0.595892,0.683525,0.289191,0.568337,0.490561,0.366098,0
1185,0.422425,0.609615,0.209596,0.58182,0.584285,0.178222,0.478298,0.442865,0.793837,0
1186,0.677479,0.273766,0.919946,0.302756,0.257232,0.523493,0.434231,0.33257,0.507142,1
1187,0.603386,0.422638,0.316258,0.476022,0.584199,0.639214,0.61451,0.364511,0.71248,1
1188,0.551959,0.654392,0.302875,0.733065,0.581699,0.257704,0.231165,0.53496,0.595916,0
1189,0.489952,0.477478,0.44735,0.433155,0.279375,0.367426,0.477799,0.671188,0.577043,1
1190,0.417628,0.597515,0.313545,0.633271,0.581699,0.371541,0.58858,0.394691,0.363228,0
1191,0.45,0.453108,0.662677,0.304566,0.493173,0.53193,0.633637,0.519792,0.427196,1
1192,0.474748,0.741422,0.08531,0.844705,0.581699,0.275811,0.372814,0.614839,0.555417,0
1193,0.522389,0.403622,0.37489,0.296777,0.41914,0.445973,0.332953,0.70723,0.145706,0
1194,0.469475,0.52673,0.234426,0.455,0.52592,0.284006,0.580222,0.424685,0.259203,0
1195,0.428744,0.538902,0.259669,0.417672,0.49138,0.271799,0.375032,0.350267,0.541749,0
1196,0.505771,0.600225,0.226265,0.685752,0.737969,0.272283,0.245304,0.599079,0.411162,0
1197,0.424004,0.636545,0.29128,0.753873,0.831524,0.24834,0.463545,0.414815,0.470842,0
1198,0.542221,0.537679,0.281149,0.387872,0.581699,0.587067,0.482741,0.689895,0.582567,0
1199,0.491125,0.524468,0.412132,0.565116,0.581699,0.559792,0.328964,0.548073,0.36818,1
1200,0.572591,0.593406,0.225158,0.739335,0.739534,0.541384,0.471762,0.282552,0.540409,0
1201,0.6274,0.553147,0.314426,0.552908,0.541819,0.250854,0.540678,0.598989,0.382092,0
1202,0.493693,0.478003,0.415248,0.537981,0.539691,0.204713,0.370073,0.759376,0.598722,1
1203,0.622803,0.48453,0.280923,0.553363,0.581699,0.188366,0.468476,0.44341,0.465652,0
1204,0.426756,0.542891,0.364861,0.415707,0.594714,0.401009,0.343643,0.479373,0.429566,0
1205,0.316384,0.757296,0.138343,0.677756,0.581699,0.438262,0.540516,0.532673,0.533403,0
1206,0.505771,0.316466,0.490769,0.347582,0.299081,0.367813,0.643646,0.532673,0.452049,1
1207,0.505771,0.632022,0.16084,0.60075,0.645431,0.571433,0.454347,0.325963,0.329009,0
1208,0.586795,0.392942,0.496803,0.231466,0.581699,0.285852,0.440078,0.62018,0.578821,1
1209,0.559196,0.468985,0.542082,0.398182,0.448804,0.189968,0.140687,0.608269,0.708914,1
1210,0.567855,0.505481,0.243818,0.585618,0.581699,0.393679,0.70267,0.708402,0.353026,0
1211,0.436738,0.47522,0.497244,0.408301,0.374317,0.508468,0.555995,0.371685,0.421707,1
1212,0.505771,0.648691,0.247252,0.493892,0.581699,0.369102,0.455292,0.401976,0.579858,0
1213,0.509959,0.478081,0.320852,0.607433,0.593548,0.320078,0.58178,0.710875,0.438948,0
1214,0.505771,0.638684,0.325311,0.596926,0.653993,0.517363,0.334631,0.39272,0.541595,0
1215,0.56918,0.395438,0.438166,0.34165,0.581699,0.479763,0.236026,0.419944,0.325937,1
1216,0.473992,0.531817,0.32867,0.444686,0.50835,0.404119,0.5247,0.461663,0.581062,0
1217,0.456753,0.528182,0.513892,0.525486,0.581699,0.584624,0.41693,0.802378,0.301096,1
1218,0.448641,0.571983,0.42117,0.631381,0.723435,0.480993,0.450372,0.260105,0.595468,1
1219,0.570859,0.461116,0.562572,0.488086,0.581699,0.633837,0.383121,0.572222,0.60448,1
1220,0.362057,0.595801,0.36877,0.389677,0.53434,0.528029,0.471103,0.620421,0.550593,1
1221,0.505771,0.426117,0.532741,0.466355,0.444737,0.604546,0.522732,0.478575,0.387493,1
1222,0.582232,0.57461,0.251879,0.52113,0.586945,0.654194,0.485101,0.584321,0.255225,0
1223,0.541639,0.499158,0.373555,0.433681,0.478668,0.588545,0.376952,0.645573,0.513146,1
1224,0.381723,0.547521,0.216265,0.485892,0.567135,0.71675,0.455341,0.492082,0.501928,0
1225,0.562283,0.624576,0.20424,0.604666,0.656439,0.296128,0.517193,0.67677,0.28144,0
1226,0.380502,0.673609,0.217706,0.54876,0.646024,0.449534,0.300758,0.442101,0.643944,0
1227,0.753591,0.499593,0.522607,0.671778,0.581699,0.673061,0.462949,0.686792,0.472926,1
1228,0.505771,0.503253,0.291665,0.360022,0.481207,0.291161,0.517837,0.607264,0.306092,0
1229,0.533645,0.470821,0.253104,0.510869,0.42073,0.384945,0.348111,0.466471,0.426919,0
1230,0.56742,0.596262,0.521297,0.580604,0.458305,0.300516,0.600458,0.630809,0.50325,1
1231,0.192202,0.378505,0.490649,0.446268,0.49627,0.342243,0.456745,0.363981,0.605036,1
1232,0.65255,0.534595,0.150657,0.456667,0.615612,0.666751,0.43971,0.597801,0.346342,0
1233,0.372429,0.526736,0.555992,0.425155,0.437376,0.347891,0.523669,0.647081,0.567882,1
1234,0.617824,0.464267,0.157243,0.445902,0.589374,0.400696,0.301504,0.532673,0.714655,0
1235,0.554048,0.505109,0.363172,0.556604,0.6079,0.243849,0.665616,0.532673,0.263277,0
1236,0.50745,0.472048,0.203108,0.533775,0.581699,0.46436,0.466543,0.486815,0.759096,0
1237,0.383097,0.480534,0.438789,0.482885,0.518328,0.397718,0.287537,0.638857,0.457813,1
1238,0.470179,0.556059,0.384189,0.642961,0.636331,0.484174,0.413865,0.639218,0.510874,0
1239,0.486462,0.588713,0.530018,0.553486,0.602715,0.277247,0.556964,0.337585,0.558204,1
1240,0.505771,0.522683,0.206294,0.518822,0.566997,0.726171,0.430939,0.405787,0.174499,0
1241,0.398151,0.528583,0.282819,0.694166,0.673798,0.624365,0.450243,0.538723,0.700043,0
1242,0.611092,0.613813,0.295807,0.621424,0.517926,0.366278,0.572369,0.316718,0.422982,0
1243,0.320243,0.45323,0.21018,0.385498,0.460753,0.405802,0.370564,0.606566,0.14253,0
1244,0.270217,0.400522,0.329422,0.337775,0.485891,0.438829,0.402353,0.532673,0.558186,1
1245,0.509884,0.498068,0.365385,0.513167,0.581699,0.565493,0.624665,0.530569,0.509524,1
1246,0.505771,0.450359,0.237477,0.552061,0.633114,0.323831,0.318173,0.463437,0.332798,0
1247,0.565169,0.594665,0.566239,0.670166,0.581699,0.722933,0.554866,0.578524,0.270092,1
1248,0.505771,0.528433,0.280235,0.575353,0.71886,0.502669,0.537664,0.54466,0.523302,0
1249,0.652026,0.497839,0.165782,0.508665,0.735927,0.332247,0.315881,0.547176,0.437176,0
1250,0.376569,0.528624,0.356031,0.456513,0.394357,0.29727,0.515877,0.55068,0.504715,1
1251,0.461792,0.703089,0.716474,0.55328,0.502855,0.634976,0.711455,0.721297,0.442527,1
1252,0.588942,0.550882,0.223106,0.705882,0.786999,0.423624,0.48281,0.783202,0.505905,0
1253,0.505771,0.540458,0.292383,0.599302,0.552657,0.230613,0.62838,0.545394,0.38799,0
1254,0.478914,0.469597,0.456765,0.51586,0.581699,0.479994,0.530114,0.319142,0.445566,1
1255,0.459304,0.580892,0.435656,0.527273,0.497608,0.414326,0.602343,0.276471,0.634485,1
1256,0.534485,0.502958,0.316887,0.612123,0.682301,0.513637,0.380355,0.847202,0.500047,0
1257,0.393175,0.424637,0.190938,0.504811,0.491976,0.622629,0.467198,0.561421,0.606421,0
1258,0.53728,0.547432,0.325393,0.534298,0.581699,0.737194,0.443433,0.682114,0.314035,0
1259,0.505771,0.423163,0.148157,0.438928,0.625001,0.325091,0.449731,0.714202,0.587887,0
1260,0.608755,0.5829,0.264757,0.499239,0.691712,0.288342,0.375562,0.649191,0.360802,0
1261,0.406748,0.529577,0.302465,0.485688,0.562458,0.467371,0.437675,0.450978,0.502452,0
1262,0.495322,0.469863,0.246321,0.416037,0.68273,0.444978,0.751462,0.84381,0.458544,0
1263,0.436799,0.648015,0.400264,0.497497,0.481007,0.434063,0.472647,0.570391,0.423683,1
1264,0.612548,0.544551,0.255601,0.353304,0.518584,0.4953,0.633599,0.320346,0.388775,0
1265,0.406367,0.486603,0.283523,0.539058,0.630008,0.286876,0.529896,0.532673,0.594248,0
1266,0.505771,0.550008,0.650291,0.399378,0.369314,0.133738,0.461484,0.420879,0.493359,1
1267,0.516152,0.601717,0.37449,0.45727,0.498714,0.774223,0.56637,0.592199,0.511166,1
1268,0.514128,0.439654,0.204286,0.512375,0.581699,0.672835,0.392244,0.527403,0.45264,0
1269,0.274772,0.520729,0.436315,0.413114,0.581699,0.837219,0.610161,0.628057,0.403517,1
1270,0.421167,0.476061,0.280745,0.386705,0.581699,0.51097,0.545506,0.638747,0.677416,0
1271,0.505771,0.725524,0.714624,0.588163,0.554622,0.266993,0.554067,0.434023,0.401275,1
1272,0.594739,0.603728,0.577228,0.627173,0.618659,0.677824,0.584922,0.503439,0.55687,1
1273,0.492254,0.548121,0.425565,0.37588,0.581699,0.446689,0.246526,0.698287,0.399312,1
1274,0.396295,0.615129,0.553077,0.492793,0.574958,0.435048,0.515212,0.521188,0.595431,1
1275,0.505771,0.464853,0.275362,0.546882,0.551526,0.542519,0.364213,0.418827,0.541891,0
1276,0.38476,0.578417,0.329945,0.544873,0.645922,0.600917,0.30721,0.562177,0.542806,0
1277,0.518752,0.598818,0.630349,0.429417,0.378078,0.263949,0.455892,0.564349,0.642155,1
1278,0.446935,0.482329,0.221739,0.526272,0.618206,0.421637,0.369276,0.625499,0.481133,0
1279,0.501822,0.572989,0.354046,0.542001,0.499196,0.45627,0.522749,0.526053,0.282011,0
1280,0.470346,0.539377,0.267444,0.494871,0.552146,0.21549,0.394696,0.689135,0.466998,0
1281,0.468974,0.407329,0.307419,0.496377,0.438924,0.370968,0.6133,0.538009,0.249754,0
1282,0.473007,0.542123,0.257602,0.540436,0.581699,0.144791,0.467853,0.36273,0.726209,0
1283,0.515528,0.48156,0.217689,0.441575,0.536781,0.420523,0.389668,0.508744,0.434226,0
1284,0.375279,0.524317,0.566,0.42782,0.581699,0.37462,0.397345,0.439963,0.385398,1
1285,0.580813,0.470319,0.212082,0.495244,0.581699,0.470806,0.705118,0.68446,0.395691,0
1286,0.472841,0.374644,0.181715,0.505329,0.68674,0.437077,0.211141,0.591393,0.498567,0
1287,0.505771,0.576318,0.302618,0.614517,0.612417,0.575324,0.121164,0.496287,0.348564,0
1288,0.44409,0.573888,0.535101,0.437892,0.481181,0.407946,0.380397,0.636912,0.119385,1
1289,0.35857,0.397323,0.311163,0.456572,0.575404,0.279568,0.536267,0.604928,0.499052,0
1290,0.493384,0.590685,0.656243,0.510583,0.468752,0.278427,0.615076,0.675667,0.008716,1
1291,0.450937,0.416785,0.337047,0.52716,0.581699,0.361058,0.492245,0.674849,0.506138,0
1292,0.505771,0.478389,0.07806,0.656421,0.927338,0.368745,0.560894,0.612562,0.557295,0
1293,0.520995,0.483914,0.254529,0.576906,0.581699,0.482701,0.25508,0.300148,0.558376,0
1294,0.473597,0.50538,0.502708,0.575458,0.581699,0.26124,0.445048,0.697823,0.385817,1
1295,0.572556,0.481074,0.193983,0.462417,0.514355,0.848473,0.592343,0.534235,0.327204,0
1296,0.303564,0.439404,0.258639,0.392086,0.375728,0.467891,0.350544,0.699396,0.504131,0
1297,0.304662,0.551585,0.415616,0.435451,0.372869,0.208206,0.383093,0.447862,0.652382,1
1298,0.661917,0.565198,0.330965,0.507771,0.591709,0.571469,0.649982,0.532673,0.544536,0
1299,0.687104,0.59062,0.293305,0.593964,0.581699,0.35996,0.58537,0.529372,0.325808,0
1300,0.506206,0.525787,0.413814,0.548105,0.55035,0.642526,0.4722,0.514241,0.480781,1
1301,0.245277,0.381034,0.262663,0.440008,0.522864,0.404701,0.297707,0.549801,0.501974,0
1302,0.602626,0.707516,0.73188,0.587952,0.581699,0.689774,0.472482,0.405934,0.198508,1
1303,0.874781,0.616398,0.180559,0.635081,0.701345,0.290577,0.289751,0.593,0.393882,0
1304,0.524502,0.548071,0.2252,0.425546,0.581699,0.520684,0.340627,0.489707,0.725668,0
1305,0.329746,0.526464,0.24072,0.448378,0.581699,0.284445,0.340613,0.711862,0.223925,0
1306,0.59339,0.662004,0.297699,0.512184,0.595072,0.495607,0.280157,0.675921,0.60044,0
1307,0.350689,0.398301,0.166942,0.514896,0.581699,0.227787,0.338077,0.387691,0.736495,0
1308,0.55065,0.476542,0.300284,0.577882,0.581699,0.490886,0.447843,0.52006,0.526585,0
1309,0.505771,0.458427,0.430695,0.464836,0.466352,0.323917,0.424195,0.579188,0.332198,1
1310,0.558448,0.47802,0.447205,0.559879,0.529634,0.310593,0.399183,0.418941,0.355312,1
1311,0.586247,0.516918,0.281204,0.501736,0.581699,0.468523,0.503284,0.439781,0.510846,0
1312,0.497038,0.508962,0.21568,0.548853,0.573105,0.295737,0.556289,0.624144,0.518926,0
1313,0.505771,0.531369,0.239968,0.536313,0.51259,0.465091,0.382399,0.532673,0.53846,0
1314,0.310674,0.399291,0.394559,0.439587,0.448953,0.439197,0.324416,0.353321,0.565837,1
1315,0.47357,0.537804,0.347659,0.48489,0.66668,0.269858,0.352303,0.530798,0.205048,0
1316,0.640693,0.537965,0.143314,0.556952,0.759745,0.344569,0.59608,0.920565,0.478937,0
1317,0.483646,0.53394,0.252824,0.500536,0.596543,0.455089,0.792759,0.606309,0.339358,0
1318,0.480331,0.637463,0.67696,0.578685,0.40382,0.493831,0.420116,0.489371,0.278203,1
1319,0.505771,0.630994,0.454121,0.486919,0.62672,0.304792,0.298328,0.658966,0.376181,1
1320,0.497662,0.621566,0.551877,0.675161,0.659025,0.449981,0.629619,0.577479,0.344578,1
1321,0.505771,0.647607,0.530261,0.550189,0.369869,0.304963,0.341864,0.532375,0.337091,1
1322,0.503794,0.701579,0.3149,0.602675,0.723425,0.342225,0.412091,0.444453,0.79826,0
1323,0.55394,0.541731,0.307091,0.513493,0.749367,0.27445,0.328462,0.615596,0.241785,0
1324,0.612858,0.46093,0.101346,0.523579,0.796467,0.388405,0.533436,0.417231,0.330042,0
1325,0.492979,0.456023,0.164236,0.554584,0.703949,0.62452,0.314252,0.292174,0.299805,0
1326,0.558161,0.565673,0.396499,0.569817,0.548175,0.586094,0.576357,0.648326,0.501921,1
1327,0.422782,0.389353,0.154198,0.389375,0.581699,0.358015,0.550931,0.528503,0.53234,0
1328,0.501521,0.645352,0.374164,0.434855,0.544089,0.486862,0.439467,0.621456,0.42079,1
1329,0.505771,0.516456,0.321261,0.607731,0.815065,0.639219,0.412219,0.569514,0.651116,0
1330,0.58091,0.578016,0.418958,0.652277,0.618162,0.508505,0.361418,0.532673,0.287282,0
1331,0.432648,0.496718,0.237846,0.422811,0.726704,0.490545,0.48096,0.272005,0.55242,0
1332,0.381648,0.595701,0.736311,0.493135,0.428279,0.532432,0.669821,0.566345,0.527516,1
1333,0.505771,0.381134,0.181883,0.655732,0.771721,0.356473,0.363088,0.46943,0.755328,0
1334,0.410181,0.491523,0.344348,0.506803,0.50434,0.44373,0.342685,0.550651,0.533599,0
1335,0.470344,0.489472,0.400651,0.460816,0.581699,0.407211,0.589372,0.628545,0.558543,1
1336,0.576463,0.549287,0.294644,0.512749,0.760217,0.341389,0.334271,0.702906,0.303609,0
1337,0.475202,0.509679,0.309242,0.43817,0.614601,0.441353,0.702038,0.206088,0.418138,0
1338,0.39329,0.424619,0.34845,0.440861,0.581699,0.476341,0.426809,0.446312,0.251258,0
1339,0.505771,0.607709,0.587644,0.527755,0.581699,0.406775,0.52393,0.575147,0.185764,1
1340,0.460126,0.461928,0.180364,0.495793,0.581699,0.634545,0.571258,0.717042,0.422033,0
1341,0.505771,0.533252,0.67547,0.516608,0.315063,0.316541,0.456331,0.470652,0.651322,1
1342,0.589193,0.558257,0.403767,0.589093,0.738824,0.409541,0.407741,0.414736,0.39526,0
1343,0.183517,0.559216,0.786179,0.471913,0.377013,0.434133,0.328894,0.640762,0.767051,1
1344,0.404632,0.504971,0.301414,0.37588,0.522919,0.269335,0.588183,0.477307,0.400887,0
1345,0.642821,0.679757,0.338431,0.597139,0.670569,0.459192,0.381945,0.435387,0.424482,0
1346,0.399181,0.449419,0.28587,0.409911,0.60802,0.498308,0.445508,0.475722,0.552845,0
1347,0.447546,0.405736,0.301941,0.507551,0.526156,0.556293,0.492786,0.546553,0.34336,0
1348,0.494432,0.558515,0.265899,0.634912,0.650328,0.270281,0.71759,0.485007,0.528067,0
1349,0.576615,0.590651,0.271276,0.66078,0.654818,0.660449,0.577149,0.551678,0.686747,0
1350,0.630578,0.540933,0.285335,0.67228,0.712763,0.534012,0.586869,0.490377,0.443055,0
1351,0.617675,0.493904,0.208106,0.457413,0.719704,0.539082,0.608313,0.751826,0.411061,0
1352,0.533967,0.609365,0.50961,0.559412,0.592171,0.517175,0.382617,0.431364,0.485077,1
1353,0.82392,0.492688,0.062241,0.553015,0.766852,0.513714,0.331027,0.557204,0.293079,0
1354,0.460933,0.477222,0.374486,0.469864,0.562034,0.332948,0.420625,0.330904,0.376415,0
1355,0.585158,0.452899,0.216851,0.548155,0.705779,0.47832,0.193209,0.532673,0.385571,0
1356,0.517693,0.590655,0.512936,0.68328,0.581699,0.659328,0.429701,0.591352,0.353555,1
1357,0.563795,0.558599,0.331741,0.413055,0.482964,0.21403,0.500178,0.574421,0.350201,0
1358,0.440318,0.564342,0.310489,0.641822,0.581699,0.331697,0.231198,0.615918,0.377463,0
1359,0.566957,0.446198,0.103527,0.373023,0.692057,0.235266,0.802144,0.592626,0.533343,0
1360,0.591509,0.653709,0.290191,0.559004,0.552168,0.486802,0.466041,0.126182,0.423141,0
1361,0.350464,0.458291,0.237499,0.429883,0.393605,0.767433,0.213636,0.308743,0.321865,0
1362,0.581677,0.489679,0.169977,0.489694,0.581699,0.430284,0.441354,0.62494,0.212295,0
1363,0.365565,0.479773,0.425153,0.403202,0.495007,0.328988,0.481298,0.666009,0.445585,1
1364,0.460648,0.420816,0.27231,0.375752,0.438079,0.377756,0.558899,0.659393,0.355748,0
1365,0.400969,0.569974,0.267542,0.412286,0.531487,0.279859,0.497086,0.589899,0.380996,0
1366,0.411015,0.704302,0.518015,0.54382,0.211472,0.549894,0.787882,0.573502,0.845195,1
1367,0.493327,0.552088,0.244316,0.374528,0.581699,0.217781,0.498575,0.728862,0.346521,0
1368,0.452591,0.656613,0.476499,0.517532,0.581699,0.378936,0.511304,0.740482,0.434057,1
1369,0.58009,0.554683,0.411974,0.484982,0.52578,0.403077,0.391546,0.47886,0.563114,1
1370,0.505771,0.532241,0.179865,0.54126,0.76778,0.430899,0.498589,0.273675,0.27597,0
1371,0.638223,0.62012,0.385072,0.474587,0.556329,0.404857,0.431057,0.509819,0.703025,1
1372,0.460913,0.518294,0.356515,0.513714,0.581699,0.301497,0.381535,0.539294,0.373429,0
1373,0.604201,0.646665,0.252142,0.474211,0.526464,0.795256,0.322364,0.577837,0.389054,0
1374,0.495006,0.591217,0.36911,0.437832,0.581699,0.511161,0.44828,0.513578,0.510383,1
